centre_id,region,milieu,type,remoteness,enrol
P03143,Tambacounda,rural,public,0.75,92
P03144,Fatick,rural,CTP,0.4,16
P03145,Diourbel,urbain,public,0.3,69
P03146,Dakar,urbain,prive,0.05,55
P03147,Fatick,urbain,public,0.4,50
P03148,Kaolack,urbain,public,0.3,34
P03149,Diourbel,rural,public,0.3,59
P03150,Saint-Louis,urbain,CTP,0.35,21
P03151,Diourbel,urbain,CTP,0.3,30
P03152,Fatick,urbain,CTP,0.4,67
P03153,Louga,urbain,CTP,0.45,30
P03154,Matam,urbain,public,0.65,62
P03155,Saint-Louis,rural,public,0.35,65
P03156,Saint-Louis,rural,CTP,0.35,41
P03157,Kaolack,rural,CTP,0.3,57
P03158,Tambacounda,rural,CTP,0.75,46
P03159,Thiès,urbain,CTP,0.15,32
P03160,Diourbel,rural,public,0.3,122
P03161,Saint-Louis,urbain,prive,0.35,50
P03162,Diourbel,rural,CTP,0.3,57
P03163,Ziguinchor,rural,public,0.55,58
P03164,Louga,rural,CTP,0.45,70
P03165,Matam,rural,CTP,0.65,36
P03166,Kédougou,rural,CTP,0.9,46
P03167,Dakar,urbain,public,0.05,96
P03168,Fatick,rural,public,0.4,118
P03169,Ziguinchor,urbain,public,0.55,99
P03170,Kolda,urbain,prive,0.7,89
P03171,Kaolack,urbain,public,0.3,80
P03172,Kaffrine,urbain,public,0.55,110
P03173,Sédhiou,rural,CTP,0.7,19
P03174,Dakar,urbain,prive,0.05,102
P03175,Dakar,urbain,prive,0.05,72
P03176,Dakar,urbain,public,0.05,46
P03177,Dakar,urbain,CTP,0.05,44
P03178,Kaffrine,rural,public,0.55,76
P03179,Tambacounda,rural,public,0.75,38
P03180,Dakar,rural,public,0.05,46
P03181,Dakar,urbain,CTP,0.05,23
P03182,Ziguinchor,urbain,prive,0.55,44
P03183,Fatick,rural,CTP,0.4,41
P03184,Matam,urbain,public,0.65,78
P03185,Sédhiou,urbain,public,0.7,74
P03186,Kolda,rural,public,0.7,78
P03187,Kédougou,rural,public,0.9,120
P03188,Dakar,urbain,prive,0.05,91
P03189,Dakar,urbain,public,0.05,57
P03190,Thiès,urbain,prive,0.15,45
P03191,Kaolack,urbain,public,0.3,47
P03192,Dakar,urbain,prive,0.05,55
P03193,Louga,rural,public,0.45,84
P03194,Dakar,urbain,CTP,0.05,43
P03195,Diourbel,rural,public,0.3,45
P03196,Kaolack,urbain,public,0.3,49
P03197,Diourbel,urbain,CTP,0.3,36
P03198,Diourbel,urbain,CTP,0.3,50
P03199,Thiès,urbain,public,0.15,62
P03200,Thiès,urbain,CTP,0.15,23
P03201,Thiès,urbain,CTP,0.15,61
P03202,Fatick,urbain,public,0.4,96
P03203,Tambacounda,rural,public,0.75,45
P03204,Dakar,urbain,CTP,0.05,28
P03205,Tambacounda,rural,CTP,0.75,64
P03206,Diourbel,urbain,prive,0.3,93
P03207,Kaffrine,rural,CTP,0.55,20
P03208,Thiès,urbain,CTP,0.15,30
P03209,Louga,rural,CTP,0.45,51
P03210,Dakar,rural,public,0.05,89
P03211,Dakar,urbain,CTP,0.05,32
P03212,Dakar,urbain,prive,0.05,55
P03213,Dakar,urbain,public,0.05,50
P03214,Dakar,rural,CTP,0.05,39
P03215,Ziguinchor,urbain,CTP,0.55,23
P03216,Thiès,rural,CTP,0.15,34
P03217,Dakar,urbain,public,0.05,56
P03218,Fatick,rural,public,0.4,50
P03219,Dakar,urbain,public,0.05,28
P03220,Sédhiou,rural,CTP,0.7,37
P03221,Ziguinchor,rural,public,0.55,65
P03222,Kolda,urbain,prive,0.7,64
P03223,Kaffrine,rural,prive,0.55,29
P03224,Diourbel,urbain,public,0.3,81
P03225,Fatick,rural,public,0.4,47
P03226,Dakar,urbain,prive,0.05,56
P03227,Kaolack,urbain,prive,0.3,39
P03228,Diourbel,urbain,CTP,0.3,27
P03229,Matam,urbain,public,0.65,44
P03230,Fatick,urbain,prive,0.4,52
P03231,Diourbel,rural,CTP,0.3,28
P03232,Kolda,rural,public,0.7,79
P03233,Ziguinchor,rural,public,0.55,85
P03234,Ziguinchor,rural,CTP,0.55,33
P03235,Diourbel,rural,CTP,0.3,45
P03236,Kaffrine,rural,CTP,0.55,59
P03237,Kaolack,urbain,prive,0.3,75
P03238,Louga,urbain,prive,0.45,72
P03239,Kaffrine,urbain,public,0.55,87
P03240,Fatick,rural,public,0.4,92
P03241,Ziguinchor,rural,public,0.55,44
P03242,Matam,urbain,public,0.65,130
P03243,Thiès,urbain,CTP,0.15,26
P03244,Kaffrine,rural,CTP,0.55,20
P03245,Kolda,rural,public,0.7,60
P03246,Ziguinchor,urbain,public,0.55,40
P03247,Kaffrine,urbain,public,0.55,78
P03248,Ziguinchor,urbain,CTP,0.55,57
P03249,Fatick,rural,public,0.4,148
P03250,Dakar,urbain,prive,0.05,37
P03251,Dakar,urbain,public,0.05,66
P03252,Kolda,rural,public,0.7,52
P03253,Louga,urbain,CTP,0.45,45
P03254,Thiès,urbain,public,0.15,108
P03255,Saint-Louis,rural,public,0.35,34
P03256,Kaffrine,urbain,public,0.55,106
P03257,Louga,rural,public,0.45,76
P03258,Dakar,urbain,CTP,0.05,21
P03259,Louga,urbain,prive,0.45,64
P03260,Kolda,urbain,public,0.7,51
P03261,Thiès,rural,CTP,0.15,46
P03262,Kaffrine,rural,public,0.55,90
P03263,Dakar,urbain,prive,0.05,72
P03264,Thiès,urbain,public,0.15,61
P03265,Dakar,urbain,CTP,0.05,46
P03266,Fatick,urbain,public,0.4,67
P03267,Saint-Louis,urbain,prive,0.35,34
P03268,Kaolack,urbain,public,0.3,206
P03269,Thiès,rural,CTP,0.15,96
P03270,Saint-Louis,rural,CTP,0.35,67
P03271,Dakar,urbain,CTP,0.05,39
P03272,Fatick,urbain,public,0.4,81
P03273,Thiès,urbain,public,0.15,104
P03274,Saint-Louis,urbain,prive,0.35,53
P03275,Fatick,urbain,prive,0.4,45
P03276,Kaolack,urbain,public,0.3,38
P03277,Thiès,urbain,CTP,0.15,46
P03278,Louga,rural,public,0.45,39
P03279,Sédhiou,rural,prive,0.7,27
P03280,Dakar,urbain,CTP,0.05,23
P03281,Thiès,urbain,CTP,0.15,43
P03282,Kolda,urbain,CTP,0.7,47
P03283,Saint-Louis,urbain,prive,0.35,38
P03284,Ziguinchor,rural,CTP,0.55,55
P03285,Dakar,rural,public,0.05,93
P03286,Saint-Louis,rural,CTP,0.35,27
P03287,Louga,urbain,CTP,0.45,45
P03288,Kaffrine,rural,CTP,0.55,53
P03289,Saint-Louis,urbain,CTP,0.35,62
P03290,Thiès,rural,public,0.15,60
P03291,Kaolack,urbain,CTP,0.3,89
P03292,Dakar,urbain,CTP,0.05,32
P03293,Matam,rural,public,0.65,55
P03294,Kaffrine,urbain,public,0.55,71
P03295,Dakar,urbain,public,0.05,25
P03296,Louga,rural,CTP,0.45,33
P03297,Kolda,urbain,public,0.7,55
P03298,Kaffrine,rural,CTP,0.55,56
P03299,Matam,rural,CTP,0.65,29
P03300,Dakar,urbain,prive,0.05,30
P03301,Matam,urbain,public,0.65,45
P03302,Matam,rural,CTP,0.65,56
P03303,Saint-Louis,rural,public,0.35,105
P03304,Kaolack,urbain,prive,0.3,132
P03305,Diourbel,urbain,CTP,0.3,91
P03306,Kolda,rural,CTP,0.7,33
P03307,Tambacounda,rural,CTP,0.75,61
P03308,Dakar,rural,CTP,0.05,44
P03309,Kaolack,rural,CTP,0.3,56
P03310,Dakar,rural,CTP,0.05,42
P03311,Thiès,rural,CTP,0.15,60
P03312,Thiès,urbain,public,0.15,22
P03313,Matam,urbain,CTP,0.65,56
P03314,Ziguinchor,urbain,public,0.55,135
P03315,Kaolack,urbain,CTP,0.3,36
P03316,Kaolack,urbain,CTP,0.3,62
P03317,Dakar,urbain,CTP,0.05,26
P03318,Dakar,urbain,public,0.05,49
P03319,Thiès,rural,CTP,0.15,35
P03320,Fatick,urbain,CTP,0.4,36
P03321,Tambacounda,rural,public,0.75,74
P03322,Fatick,urbain,public,0.4,69
P03323,Sédhiou,rural,public,0.7,65
P03324,Fatick,urbain,public,0.4,85
P03325,Kolda,urbain,CTP,0.7,42
P03326,Thiès,rural,CTP,0.15,33
P03327,Thiès,rural,CTP,0.15,96
P03328,Dakar,urbain,CTP,0.05,69
P03329,Dakar,urbain,public,0.05,94
P03330,Kaolack,urbain,CTP,0.3,41
P03331,Dakar,urbain,CTP,0.05,65
P03332,Ziguinchor,urbain,CTP,0.55,39
P03333,Kaolack,rural,CTP,0.3,27
P03334,Ziguinchor,urbain,prive,0.55,58
P03335,Fatick,rural,CTP,0.4,45
P03336,Thiès,urbain,public,0.15,158
P03337,Louga,urbain,CTP,0.45,31
P03338,Louga,urbain,prive,0.45,45
P03339,Saint-Louis,urbain,CTP,0.35,22
P03340,Dakar,rural,CTP,0.05,62
P03341,Kaolack,rural,CTP,0.3,80
P03342,Louga,urbain,prive,0.45,69
P03343,Sédhiou,rural,public,0.7,56
P03344,Dakar,urbain,public,0.05,101
P03345,Kolda,urbain,public,0.7,48
P03346,Dakar,urbain,public,0.05,57
P03347,Dakar,urbain,public,0.05,32
P03348,Louga,urbain,CTP,0.45,27
P03349,Dakar,rural,public,0.05,48
P03350,Kolda,rural,CTP,0.7,38
P03351,Dakar,urbain,public,0.05,72
P03352,Thiès,rural,public,0.15,42
P03353,Kaffrine,urbain,public,0.55,39
P03354,Kaffrine,urbain,public,0.55,47
P03355,Dakar,rural,public,0.05,115
P03356,Fatick,rural,public,0.4,69
P03357,Kédougou,rural,public,0.9,75
P03358,Dakar,urbain,public,0.05,61
P03359,Thiès,rural,public,0.15,34
P03360,Diourbel,urbain,prive,0.3,29
P03361,Louga,rural,CTP,0.45,57
P03362,Saint-Louis,urbain,public,0.35,136
P03363,Diourbel,rural,CTP,0.3,50
P03364,Dakar,urbain,CTP,0.05,32
P03365,Kolda,rural,CTP,0.7,37
P03366,Kédougou,rural,public,0.9,47
P03367,Diourbel,rural,public,0.3,110
P03368,Kédougou,rural,public,0.9,76
P03369,Thiès,urbain,public,0.15,45
P03370,Kaffrine,rural,public,0.55,52
P03371,Kaolack,urbain,prive,0.3,55
P03372,Matam,rural,CTP,0.65,25
P03373,Kaolack,urbain,public,0.3,51
P03374,Dakar,rural,CTP,0.05,53
P03375,Diourbel,rural,public,0.3,89
P03376,Matam,rural,public,0.65,69
P03377,Fatick,rural,CTP,0.4,42
P03378,Dakar,urbain,CTP,0.05,50
P03379,Dakar,urbain,public,0.05,41
P03380,Ziguinchor,rural,CTP,0.55,63
P03381,Kolda,rural,public,0.7,52
P03382,Thiès,urbain,CTP,0.15,41
P03383,Diourbel,urbain,CTP,0.3,46
P03384,Thiès,urbain,public,0.15,63
P03385,Thiès,urbain,CTP,0.15,24
P03386,Fatick,rural,public,0.4,76
P03387,Kolda,rural,public,0.7,82
P03388,Thiès,rural,CTP,0.15,33
P03389,Dakar,urbain,prive,0.05,45
P03390,Thiès,urbain,CTP,0.15,44
P03391,Diourbel,rural,public,0.3,44
P03392,Dakar,urbain,public,0.05,49
P03393,Fatick,urbain,public,0.4,79
P03394,Kolda,rural,CTP,0.7,16
P03395,Thiès,urbain,public,0.15,46
P03396,Diourbel,urbain,public,0.3,35
P03397,Fatick,rural,public,0.4,53
P03398,Thiès,urbain,prive,0.15,53
P03399,Thiès,rural,public,0.15,74
P03400,Ziguinchor,rural,CTP,0.55,27
P03401,Dakar,rural,CTP,0.05,22
P03402,Tambacounda,rural,public,0.75,33
P03403,Dakar,urbain,public,0.05,90
P03404,Saint-Louis,urbain,CTP,0.35,62
P03405,Dakar,rural,CTP,0.05,39
P03406,Tambacounda,urbain,public,0.75,59
P03407,Dakar,urbain,public,0.05,82
P03408,Kaffrine,rural,CTP,0.55,114
P03409,Ziguinchor,rural,CTP,0.55,40
P03410,Dakar,urbain,public,0.05,116
P03411,Dakar,urbain,public,0.05,51
P03412,Matam,rural,CTP,0.65,28
P03413,Diourbel,urbain,public,0.3,34
P03414,Dakar,rural,CTP,0.05,36
P03415,Thiès,urbain,prive,0.15,64
P03416,Ziguinchor,rural,CTP,0.55,31
P03417,Kédougou,rural,prive,0.9,43
P03418,Saint-Louis,rural,CTP,0.35,40
P03419,Thiès,rural,CTP,0.15,53
P03420,Kaffrine,rural,CTP,0.55,16
P03421,Saint-Louis,rural,public,0.35,66
P03422,Louga,rural,CTP,0.45,51
P03423,Dakar,rural,public,0.05,52
P03424,Kolda,rural,CTP,0.7,68
P03425,Kaffrine,urbain,prive,0.55,33
P03426,Dakar,rural,CTP,0.05,30
P03427,Dakar,urbain,public,0.05,31
P03428,Kaolack,rural,CTP,0.3,70
P03429,Kaolack,urbain,public,0.3,90
P03430,Thiès,rural,CTP,0.15,66
P03431,Kolda,rural,CTP,0.7,17
P03432,Dakar,urbain,prive,0.05,48
P03433,Louga,rural,CTP,0.45,64
P03434,Diourbel,rural,CTP,0.3,46
P03435,Dakar,urbain,CTP,0.05,60
P03436,Kolda,urbain,prive,0.7,45
P03437,Matam,rural,CTP,0.65,46
P03438,Thiès,urbain,prive,0.15,61
P03439,Diourbel,urbain,CTP,0.3,43
P03440,Dakar,urbain,prive,0.05,52
P03441,Louga,urbain,CTP,0.45,23
P03442,Kolda,rural,CTP,0.7,46
P03443,Louga,urbain,public,0.45,30
P03444,Kaolack,rural,CTP,0.3,44
P03445,Tambacounda,rural,public,0.75,108
P03446,Dakar,urbain,public,0.05,76
P03447,Dakar,urbain,CTP,0.05,56
P03448,Dakar,urbain,CTP,0.05,59
P03449,Louga,urbain,CTP,0.45,81
P03450,Sédhiou,rural,CTP,0.7,105
P03451,Dakar,urbain,CTP,0.05,28
P03452,Thiès,urbain,public,0.15,58
P03453,Ziguinchor,urbain,public,0.55,113
P03454,Matam,urbain,CTP,0.65,37
P03455,Fatick,rural,CTP,0.4,74
P03456,Tambacounda,urbain,public,0.75,90
P03457,Dakar,urbain,prive,0.05,40
P03458,Louga,rural,CTP,0.45,30
P03459,Sédhiou,rural,CTP,0.7,61
P03460,Louga,urbain,public,0.45,136
P03461,Dakar,urbain,public,0.05,40
P03462,Kolda,rural,public,0.7,42
P03463,Diourbel,urbain,CTP,0.3,37
P03464,Dakar,urbain,public,0.05,66
P03465,Kaolack,urbain,public,0.3,48
P03466,Dakar,rural,CTP,0.05,46
P03467,Tambacounda,rural,public,0.75,67
P03468,Matam,rural,CTP,0.65,76
P03469,Kolda,rural,public,0.7,86
P03470,Kaffrine,rural,prive,0.55,104
P03471,Kaolack,rural,CTP,0.3,31
P03472,Thiès,urbain,public,0.15,97
P03473,Matam,urbain,public,0.65,38
P03474,Dakar,urbain,prive,0.05,51
P03475,Dakar,urbain,public,0.05,88
P03476,Kaolack,urbain,prive,0.3,23
P03477,Dakar,urbain,CTP,0.05,34
P03478,Tambacounda,rural,CTP,0.75,97
P03479,Louga,rural,public,0.45,50
P03480,Matam,rural,public,0.65,46
P03481,Thiès,rural,public,0.15,29
P03482,Diourbel,rural,CTP,0.3,39
P03483,Kaolack,rural,CTP,0.3,31
P03484,Diourbel,rural,CTP,0.3,21
P03485,Dakar,urbain,public,0.05,121
P03486,Kaolack,urbain,prive,0.3,27
P03487,Fatick,rural,public,0.4,84
P03488,Louga,rural,public,0.45,100
P03489,Fatick,urbain,CTP,0.4,61
P03490,Thiès,urbain,CTP,0.15,55
P03491,Diourbel,urbain,public,0.3,46
P03492,Saint-Louis,rural,CTP,0.35,51
P03493,Kaffrine,urbain,public,0.55,35
P03494,Diourbel,rural,CTP,0.3,49
P03495,Kaffrine,rural,public,0.55,130
P03496,Tambacounda,urbain,public,0.75,31
P03497,Diourbel,urbain,prive,0.3,41
P03498,Louga,rural,CTP,0.45,46
P03499,Kaolack,urbain,prive,0.3,45
P03500,Saint-Louis,rural,public,0.35,83
